,,,,,,,,
1.1251,1.0824,1.0752,0.80926,0.87766,0.8499,0,0,0
1,1,1,1,1,1,1,1,1
1.1412,1.0933,1.0897,0.81793,0.87884,0.85606,0,0,0
1,1,1,1,1,1,1,1,1
1.1581,1.1047,1.1044,0.82603,0.8805,0.86257,0,0,0
1,1,1,1,1,1,1,1,1
1.1743,1.1158,1.1194,0.83425,0.88142,0.86847,0,0,0
1,1,1,1,1,1,1,1,1
1.1908,1.127,1.1334,0.84252,0.88256,0.8736,0,0,0
1,1,1,1,1,1,1,1,1
1.2067,1.1387,1.1473,0.84947,0.88249,0.87794,0,0,0
1,1,1,1,1,1,1,1,1
1.2212,1.15,1.1614,0.85629,0.88207,0.88252,0,0,0
1,1,1,1,1,1,1,1,1
1.2356,1.1608,1.1758,0.86274,0.88241,0.88574,0,0,0
1,1,1,1,1,1,1,1,1
1.2492,1.1726,1.1892,0.86846,0.8827,0.88871,0,0,0
1,1,1,1,1,1,1,1,1
1.2626,1.1852,1.2035,0.87401,0.88327,0.892,0,0,0
1,1,1,1,1,1,1,1,1
1.2751,1.1971,1.2162,0.87967,0.88273,0.89447,0,0,0
1,1,1,1,1,1,1,1,1
1.287,1.2087,1.228,0.88461,0.88277,0.89655,0,0,0
1,1,1,1,1,1,1,1,1
1.2977,1.22,1.2394,0.88928,0.88265,0.89773,0,0,0
1,1,1,1,1,1,1,1,1
1.3079,1.2298,1.2507,0.89375,0.88368,0.89904,0,0,0
1,1,1,1,1,1,1,1,1
1.3172,1.2401,1.2614,0.89794,0.88436,0.90071,0,0,0
1,1,1,1,1,1,1,1,1
1.3267,1.2495,1.2713,0.90183,0.8856,0.90276,0,0,0
1,1,1,1,1,1,1,1,1
1.3357,1.2587,1.2808,0.90536,0.88776,0.90528,0,0,0
1,1,1,1,1,1,1,1,1
1.3428,1.2678,1.2891,0.90887,0.89101,0.90929,0,0,0
1,1,1,1,1,1,1,1,1
1.3504,1.2756,1.2967,0.91266,0.89506,0.91363,0,0,0
1,1,1,1,1,1,1,1,1
1.3571,1.283,1.3039,0.91632,0.8985,0.91866,0,0,0
1,1,1,1,1,1,1,1,1
1.364,1.2892,1.3107,0.92002,0.90319,0.92519,0,0,0
1,1,1,1,1,1,1,1,1
1.3722,1.2957,1.3179,0.92439,0.90857,0.93324,0,0,0
1,1,1,1,1,1,1,1,1
1.3788,1.2994,1.3227,0.92838,0.91358,0.94126,0,0,0
1,1,1,1,1,1,1,1,1
1.384,1.3023,1.3264,0.93077,0.91784,0.94943,0,0,0
1,1,1,1,1,1,1,1,1
1.388,1.3037,1.328,0.93318,0.9224,0.95689,0,0,0
1,1,1,1,1,1,1,1,1
1.3923,1.3042,1.329,0.93642,0.92553,0.96431,0,0,0
1,1,1,1,1,1,1,1,1
1.3965,1.3032,1.3285,0.93951,0.92925,0.97078,0,0,0
1,1,1,1,1,1,1,1,1
1.4001,1.3028,1.327,0.94237,0.93166,0.97702,0,0,0
1,1,1,1,1,1,1,1,1
1.4039,1.3011,1.3233,0.94481,0.93378,0.98103,0,0,0
1,1,1,1,1,1,1,1,1
1.4066,1.2994,1.319,0.94718,0.93534,0.98348,0,0,0
1,1,1,1,1,1,1,1,1
1.4083,1.2975,1.3136,0.94862,0.93571,0.98392,0,0,0
1,1,1,1,1,1,1,1,1
1.41,1.2962,1.3065,0.95056,0.93552,0.98352,0,0,0
1,1,1,1,1,1,1,1,1
1.4111,1.2945,1.2994,0.95213,0.93433,0.9805,0,0,0
1,1,1,1,1,1,1,1,1
1.4111,1.2927,1.2909,0.95305,0.93246,0.9751,0,0,0
1,1,1,1,1,1,1,1,1
1.4109,1.2925,1.2825,0.95342,0.93079,0.96922,0,0,0
1,1,1,1,1,1,1,1,1
1.4089,1.2922,1.2736,0.95249,0.92793,0.96151,0,0,0
1,1,1,1,1,1,1,1,1
1.4055,1.2922,1.264,0.952,0.92511,0.95208,0,0,0
1,1,1,1,1,1,1,1,1
1.4015,1.2931,1.2553,0.95112,0.92135,0.94255,0,0,0
1,1,1,1,1,1,1,1,1
1.3969,1.2935,1.2471,0.94955,0.91707,0.93202,0,0,0
1,1,1,1,1,1,1,1,1
1.3914,1.2944,1.2392,0.9473,0.91189,0.92184,0,0,0
1,1,1,1,1,1,1,1,1
1.3857,1.2941,1.2309,0.94529,0.90682,0.91156,0,0,0
1,1,1,1,1,1,1,1,1
1.379,1.2937,1.2236,0.943,0.90196,0.90189,0,0,0
1,1,1,1,1,1,1,1,1
1.3731,1.2914,1.2163,0.94126,0.89586,0.89215,0,0,0
1,1,1,1,1,1,1,1,1
1.3662,1.2887,1.21,0.93892,0.88962,0.88329,0,0,0
1,1,1,1,1,1,1,1,1
1.3594,1.2849,1.2044,0.93708,0.8833,0.87562,0,0,0
1,1,1,1,1,1,1,1,1
1.3533,1.2797,1.1996,0.93563,0.8773,0.86868,0,0,0
1,1,1,1,1,1,1,1,1
1.3472,1.2733,1.1958,0.93426,0.87162,0.8628,0,0,0
1,1,1,1,1,1,1,1,1
1.3415,1.2664,1.1925,0.93322,0.8652,0.85872,0,0,0
1,1,1,1,1,1,1,1,1
1.3379,1.258,1.1911,0.93309,0.85877,0.8555,0,0,0
1,1,1,1,1,1,1,1,1
1.3337,1.2475,1.1904,0.93295,0.85292,0.85301,0,0,0
1,1,1,1,1,1,1,1,1
1.3307,1.2376,1.192,0.93281,0.84788,0.85294,0,0,0
1,1,1,1,1,1,1,1,1
1.3283,1.2275,1.1947,0.93279,0.84316,0.8539,0,0,0
1,1,1,1,1,1,1,1,1
1.326,1.2168,1.1983,0.93284,0.83972,0.85645,0,0,0
1,1,1,1,1,1,1,1,1
1.3242,1.2077,1.2026,0.93285,0.83598,0.8586,0,0,0
1,1,1,1,1,1,1,1,1
1.323,1.1974,1.2073,0.93339,0.83296,0.8618,0,0,0
1,1,1,1,1,1,1,1,1
1.322,1.1877,1.2133,0.93363,0.8305,0.86547,0,0,0
1,1,1,1,1,1,1,1,1
1.3208,1.1778,1.2196,0.93412,0.82847,0.86858,0,0,0
1,1,1,1,1,1,1,1,1
1.3214,1.1689,1.2266,0.9342,0.82646,0.87145,0,0,0
1,1,1,1,1,1,1,1,1
1.3209,1.1614,1.2334,0.93398,0.8253,0.87461,0,0,0
1,1,1,1,1,1,1,1,1
1.321,1.1546,1.2405,0.93299,0.82513,0.87824,0,0,0
1,1,1,1,1,1,1,1,1
1.3214,1.1494,1.2474,0.9322,0.82471,0.88035,0,0,0
1,1,1,1,1,1,1,1,1
1.3209,1.1452,1.2544,0.93129,0.82494,0.88199,0,0,0
1,1,1,1,1,1,1,1,1
1.3204,1.1423,1.2608,0.92927,0.82573,0.88411,0,0,0
1,1,1,1,1,1,1,1,1
1.3197,1.1426,1.2681,0.92713,0.82766,0.88497,0,0,0
1,1,1,1,1,1,1,1,1
1.3178,1.1442,1.2748,0.925,0.82927,0.88574,0,0,0
1,1,1,1,1,1,1,1,1
1.3167,1.1465,1.2811,0.92177,0.83138,0.88733,0,0,0
1,1,1,1,1,1,1,1,1
1.3147,1.1498,1.2871,0.91804,0.83336,0.88844,0,0,0
1,1,1,1,1,1,1,1,1
1.311,1.1545,1.2943,0.91375,0.83545,0.89031,0,0,0
1,1,1,1,1,1,1,1,1
1.3069,1.1612,1.3008,0.91006,0.83807,0.89263,0,0,0
1,1,1,1,1,1,1,1,1
1.3025,1.168,1.3067,0.90549,0.84105,0.89541,0,0,0
1,1,1,1,1,1,1,1,1
1.2977,1.1758,1.3131,0.90126,0.84401,0.89857,0,0,0
1,1,1,1,1,1,1,1,1
1.2931,1.1838,1.3197,0.89708,0.84747,0.90155,0,0,0
1,1,1,1,1,1,1,1,1
1.2884,1.1922,1.3251,0.89341,0.85053,0.90563,0,0,0
1,1,1,1,1,1,1,1,1
1.2845,1.2008,1.3305,0.89004,0.85408,0.91027,0,0,0
1,1,1,1,1,1,1,1,1
1.2807,1.2089,1.3361,0.88794,0.85681,0.91494,0,0,0
1,1,1,1,1,1,1,1,1
1.2776,1.2168,1.3414,0.88638,0.86071,0.92033,0,0,0
1,1,1,1,1,1,1,1,1
1.2751,1.2246,1.3466,0.8847,0.86394,0.92584,0,0,0
1,1,1,1,1,1,1,1,1
1.2735,1.2317,1.3505,0.884,0.86718,0.93159,0,0,0
1,1,1,1,1,1,1,1,1
1.2723,1.2385,1.3535,0.8834,0.87072,0.93739,0,0,0
1,1,1,1,1,1,1,1,1
1.2725,1.2441,1.3566,0.88387,0.87403,0.94245,0,0,0
1,1,1,1,1,1,1,1,1
1.2735,1.2499,1.3597,0.88358,0.87719,0.94702,0,0,0
1,1,1,1,1,1,1,1,1
1.2752,1.255,1.3623,0.88374,0.88107,0.95128,0,0,0
1,1,1,1,1,1,1,1,1
1.2775,1.2601,1.3647,0.8838,0.88496,0.95588,0,0,0
1,1,1,1,1,1,1,1,1
1.2819,1.2649,1.3659,0.88458,0.88912,0.95978,0,0,0
1,1,1,1,1,1,1,1,1
1.2861,1.269,1.3669,0.88542,0.89245,0.96312,0,0,0
1,1,1,1,1,1,1,1,1
1.2916,1.2726,1.3671,0.88666,0.89715,0.96575,0,0,0
1,1,1,1,1,1,1,1,1
1.2986,1.2751,1.366,0.88786,0.90066,0.96734,0,0,0
1,1,1,1,1,1,1,1,1
1.3053,1.2784,1.3654,0.89051,0.90453,0.9681,0,0,0
1,1,1,1,1,1,1,1,1
1.3114,1.2812,1.3639,0.89171,0.90922,0.96786,0,0,0
1,1,1,1,1,1,1,1,1
1.3186,1.2843,1.3613,0.89343,0.91248,0.96621,0,0,0
1,1,1,1,1,1,1,1,1
1.3255,1.2868,1.3575,0.89599,0.91661,0.96339,0,0,0
1,1,1,1,1,1,1,1,1
1.3327,1.2897,1.3531,0.89946,0.92035,0.95972,0,0,0
1,1,1,1,1,1,1,1,1
1.3413,1.293,1.3477,0.90361,0.92287,0.95534,0,0,0
1,1,1,1,1,1,1,1,1
1.3492,1.2957,1.3416,0.90754,0.92609,0.94984,0,0,0
1,1,1,1,1,1,1,1,1
1.356,1.2987,1.3355,0.91188,0.92903,0.94279,0,0,0
1,1,1,1,1,1,1,1,1
1.363,1.3011,1.3279,0.91643,0.93183,0.93528,0,0,0
1,1,1,1,1,1,1,1,1
1.37,1.3041,1.3205,0.92125,0.93361,0.92783,0,0,0
1,1,1,1,1,1,1,1,1
1.3756,1.3063,1.3118,0.9262,0.93472,0.91955,0,0,0
1,1,1,1,1,1,1,1,1
1.3818,1.3082,1.3029,0.93167,0.93572,0.91075,0,0,0
1,1,1,1,1,1,1,1,1
1.3857,1.3095,1.2936,0.93667,0.93621,0.90165,0,0,0
1,1,1,1,1,1,1,1,1
1.3889,1.3096,1.2843,0.94123,0.9354,0.89257,0,0,0
1,1,1,1,1,1,1,1,1
1.3914,1.3096,1.2742,0.94553,0.93384,0.88389,0,0,0
1,1,1,1,1,1,1,1,1
1.3933,1.3089,1.2653,0.94947,0.93162,0.87519,0,0,0
1,1,1,1,1,1,1,1,1
1.3933,1.3064,1.2562,0.95234,0.9286,0.86712,0,0,0
1,1,1,1,1,1,1,1,1
1.3941,1.3032,1.2475,0.95531,0.92535,0.85963,0,0,0
1,1,1,1,1,1,1,1,1
1.3915,1.3001,1.2402,0.95734,0.922,0.8525,0,0,0
1,1,1,1,1,1,1,1,1
1.3889,1.296,1.2329,0.95928,0.91855,0.84625,0,0,0
1,1,1,1,1,1,1,1,1
1.3862,1.2908,1.2259,0.96066,0.91474,0.84019,0,0,0
1,1,1,1,1,1,1,1,1
1.3836,1.2853,1.2197,0.96157,0.91108,0.8355,0,0,0
1,1,1,1,1,1,1,1,1
1.3801,1.2799,1.2145,0.9623,0.90796,0.83151,0,0,0
1,1,1,1,1,1,1,1,1
1.3762,1.2737,1.2096,0.96218,0.90571,0.82881,0,0,0
1,1,1,1,1,1,1,1,1
1.3708,1.2675,1.2052,0.96115,0.90314,0.82689,0,0,0
1,1,1,1,1,1,1,1,1
1.3663,1.2621,1.2023,0.96046,0.90214,0.82529,0,0,0
1,1,1,1,1,1,1,1,1
1.3617,1.2567,1.2004,0.95929,0.90145,0.82488,0,0,0
1,1,1,1,1,1,1,1,1
1.3569,1.2521,1.1992,0.95656,0.90246,0.82567,0,0,0
1,1,1,1,1,1,1,1,1
1.3523,1.2484,1.1992,0.95385,0.90435,0.82699,0,0,0
1,1,1,1,1,1,1,1,1
1.3471,1.2443,1.2011,0.95128,0.90658,0.83012,0,0,0
1,1,1,1,1,1,1,1,1
1.342,1.2422,1.2041,0.94891,0.90952,0.83374,0,0,0
1,1,1,1,1,1,1,1,1
1.337,1.2407,1.2086,0.94701,0.91236,0.83917,0,0,0
1,1,1,1,1,1,1,1,1
1.3318,1.2404,1.2134,0.94479,0.91594,0.84458,0,0,0
1,1,1,1,1,1,1,1,1
1.3272,1.241,1.2195,0.9428,0.91948,0.85149,0,0,0
1,1,1,1,1,1,1,1,1
1.3217,1.2426,1.2263,0.94139,0.9226,0.85887,0,0,0
1,1,1,1,1,1,1,1,1
1.3158,1.2442,1.2341,0.93992,0.92561,0.86558,0,0,0
1,1,1,1,1,1,1,1,1
1.3095,1.246,1.2431,0.93779,0.9282,0.87282,0,0,0
1,1,1,1,1,1,1,1,1
1.3032,1.2497,1.2518,0.93564,0.93057,0.87973,0,0,0
1,1,1,1,1,1,1,1,1
1.2967,1.2528,1.262,0.93475,0.93098,0.8867,0,0,0
1,1,1,1,1,1,1,1,1
1.2895,1.2575,1.2726,0.93376,0.93173,0.8929,0,0,0
1,1,1,1,1,1,1,1,1
1.2829,1.2608,1.2834,0.93224,0.93138,0.89857,0,0,0
1,1,1,1,1,1,1,1,1
1.2753,1.2642,1.2934,0.93152,0.9303,0.90418,0,0,0
1,1,1,1,1,1,1,1,1
1.2685,1.2674,1.3039,0.93103,0.92998,0.90818,0,0,0
1,1,1,1,1,1,1,1,1
1.2615,1.2707,1.3139,0.93011,0.92789,0.91052,0,0,0
1,1,1,1,1,1,1,1,1
1.254,1.2728,1.324,0.92904,0.92543,0.91192,0,0,0
1,1,1,1,1,1,1,1,1
1.2453,1.2744,1.3332,0.9269,0.9233,0.91202,0,0,0
1,1,1,1,1,1,1,1,1
1.2374,1.2759,1.3417,0.92476,0.92036,0.91238,0,0,0
1,1,1,1,1,1,1,1,1
1.2302,1.2761,1.3486,0.92172,0.91719,0.91198,0,0,0
1,1,1,1,1,1,1,1,1
1.2229,1.276,1.3549,0.91837,0.91407,0.91075,0,0,0
1,1,1,1,1,1,1,1,1
1.2154,1.2747,1.3607,0.91416,0.91071,0.90847,0,0,0
1,1,1,1,1,1,1,1,1
1.2087,1.272,1.366,0.90947,0.90769,0.90654,0,0,0
1,1,1,1,1,1,1,1,1
1.2018,1.2695,1.3704,0.9037,0.90357,0.90438,0,0,0
1,1,1,1,1,1,1,1,1
1.1965,1.267,1.3734,0.89874,0.90018,0.90235,0,0,0
1,1,1,1,1,1,1,1,1
1.1916,1.2633,1.3752,0.89327,0.89728,0.90059,0,0,0
1,1,1,1,1,1,1,1,1
1.1872,1.26,1.3763,0.88723,0.89434,0.89908,0,0,0
1,1,1,1,1,1,1,1,1
1.1837,1.2556,1.3765,0.88091,0.89138,0.89726,0,0,0
1,1,1,1,1,1,1,1,1
1.182,1.2512,1.3751,0.8745,0.8878,0.8962,0,0,0
1,1,1,1,1,1,1,1,1
1.18,1.2478,1.3734,0.86779,0.88457,0.89612,0,0,0
1,1,1,1,1,1,1,1,1
1.1814,1.2436,1.371,0.86168,0.88062,0.89523,0,0,0
1,1,1,1,1,1,1,1,1
1.1828,1.2399,1.3679,0.8557,0.87711,0.89518,0,0,0
1,1,1,1,1,1,1,1,1
1.1856,1.237,1.3645,0.85032,0.87386,0.89554,0,0,0
1,1,1,1,1,1,1,1,1
1.1881,1.2335,1.3603,0.84434,0.87055,0.89594,0,0,0
1,1,1,1,1,1,1,1,1
1.1925,1.2313,1.3556,0.83959,0.86647,0.89618,0,0,0
1,1,1,1,1,1,1,1,1
1.1978,1.2295,1.3512,0.83567,0.86195,0.89669,0,0,0
1,1,1,1,1,1,1,1,1
1.205,1.2282,1.346,0.83288,0.85795,0.89768,0,0,0
1,1,1,1,1,1,1,1,1
1.2118,1.2266,1.3417,0.82932,0.85401,0.89876,0,0,0
1,1,1,1,1,1,1,1,1
1.2184,1.2251,1.3369,0.82724,0.84995,0.89964,0,0,0
1,1,1,1,1,1,1,1,1
1.2254,1.2234,1.3321,0.8264,0.84554,0.90011,0,0,0
1,1,1,1,1,1,1,1,1
1.2325,1.2229,1.3277,0.82633,0.84114,0.90033,0,0,0
1,1,1,1,1,1,1,1,1
1.2405,1.2227,1.3228,0.82639,0.83751,0.89989,0,0,0
1,1,1,1,1,1,1,1,1
1.248,1.2221,1.3189,0.82662,0.83415,0.89895,0,0,0
1,1,1,1,1,1,1,1,1
1.2553,1.2224,1.3148,0.82706,0.83116,0.89739,0,0,0
1,1,1,1,1,1,1,1,1
1.2619,1.2222,1.3109,0.82923,0.82803,0.89697,0,0,0
1,1,1,1,1,1,1,1,1
