,,,,,,,,
1.7895,1.807,1.7916,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.8105,1.8276,1.8062,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.8304,1.8489,1.8199,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.8498,1.8683,1.832,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.8687,1.8882,1.8453,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.8865,1.9047,1.8578,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.9041,1.9223,1.8729,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.9212,1.939,1.8863,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.9376,1.9549,1.8999,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.953,1.9709,1.9149,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.9689,1.9849,1.9309,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.9835,1.9969,1.9468,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
1.997,2.0087,1.9622,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0102,2.0192,1.9794,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0224,2.0288,1.9978,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0348,2.0384,2.0167,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0473,2.0465,2.0358,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0592,2.0552,2.0542,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0711,2.0621,2.0733,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0832,2.0676,2.0918,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0957,2.0731,2.1093,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1096,2.0795,2.1289,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1209,2.0844,2.1447,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1305,2.0871,2.1579,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1389,2.0883,2.1686,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1474,2.0873,2.176,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.154,2.0863,2.1811,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1584,2.0851,2.1826,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1624,2.0839,2.1813,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1645,2.0814,2.1776,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1641,2.078,2.17,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1629,2.0737,2.16,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1599,2.0695,2.1467,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1542,2.065,2.1305,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1464,2.0601,2.1118,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1376,2.0548,2.0918,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1278,2.0497,2.0713,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1167,2.0431,2.0499,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1056,2.0365,2.0284,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0938,2.0306,2.0063,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0824,2.0237,1.9849,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0721,2.0168,1.9627,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0631,2.0094,1.9434,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.054,2.0022,1.9262,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0475,1.994,1.9095,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0424,1.9876,1.8945,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0375,1.9799,1.8809,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0352,1.9726,1.8701,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0345,1.9661,1.8619,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0354,1.9595,1.8552,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0377,1.954,1.8501,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0429,1.9504,1.8485,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0484,1.9466,1.8491,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0546,1.944,1.8506,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.061,1.9409,1.8517,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0678,1.939,1.8554,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0736,1.937,1.8609,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0797,1.9351,1.8673,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0858,1.9332,1.8737,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0896,1.9323,1.8804,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0937,1.93,1.8878,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0958,1.9284,1.8942,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0981,1.9267,1.9032,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.099,1.9262,1.9121,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0986,1.9258,1.9198,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0968,1.9261,1.9298,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0942,1.9261,1.9397,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0895,1.9253,1.9519,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0841,1.9261,1.9631,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0787,1.9275,1.9751,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0723,1.9285,1.9883,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0659,1.9315,2.0017,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0589,1.9344,2.0151,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0529,1.9371,2.029,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0484,1.9403,2.0429,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0447,1.9443,2.0577,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0407,1.9484,2.0709,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0386,1.9543,2.0837,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0365,1.9601,2.0948,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0354,1.9664,2.1066,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.035,1.9723,2.1158,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0353,1.9798,2.1242,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0375,1.9874,2.1314,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0407,1.9956,2.1364,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0436,2.0041,2.1408,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0476,2.0122,2.1441,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0521,2.0193,2.1458,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0577,2.0262,2.1451,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0634,2.0319,2.1436,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0686,2.0369,2.1406,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0734,2.0421,2.1367,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.078,2.045,2.1312,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0844,2.0477,2.1245,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0902,2.0506,2.1177,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0965,2.0537,2.1111,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1013,2.0553,2.1032,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1071,2.0573,2.0946,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1121,2.0595,2.0867,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1165,2.0618,2.0795,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1207,2.0631,2.0716,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1228,2.0645,2.0645,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1246,2.0652,2.0573,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.125,2.0656,2.0493,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1235,2.0649,2.041,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.121,2.0652,2.0345,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1186,2.0649,2.028,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1153,2.0635,2.0205,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1116,2.0619,2.0131,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1076,2.0588,2.0069,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.1034,2.0562,2.0009,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0984,2.0541,1.9948,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0929,2.0507,1.9903,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0891,2.0472,1.986,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0843,2.0438,1.9834,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0797,2.0388,1.9813,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0757,2.0344,1.9789,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0717,2.0292,1.9794,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0681,2.0243,1.9807,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.065,2.0183,1.9842,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
2.0614,2.0136,1.987,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1
