,,,,,,,,,
39.996,40.386,40.042,0,0,0,0,0,0,1
40.464,40.846,40.368,0,0,0,0,0,0,1
40.909,41.324,40.674,0,0,0,0,0,0,1
41.344,41.756,40.945,0,0,0,0,0,0,1
41.764,42.202,41.243,0,0,0,0,0,0,1
42.164,42.569,41.523,0,0,0,0,0,0,1
42.556,42.964,41.86,0,0,0,0,0,0,1
42.938,43.337,42.158,0,0,0,0,0,0,1
43.305,43.692,42.463,0,0,0,0,0,0,1
43.65,44.049,42.798,0,0,0,0,0,0,1
44.005,44.363,43.157,0,0,0,0,0,0,1
44.33,44.63,43.511,0,0,0,0,0,0,1
44.632,44.894,43.856,0,0,0,0,0,0,1
44.927,45.129,44.24,0,0,0,0,0,0,1
45.2,45.345,44.65,0,0,0,0,0,0,1
45.478,45.558,45.073,0,0,0,0,0,0,1
45.758,45.74,45.501,0,0,0,0,0,0,1
46.024,45.933,45.911,0,0,0,0,0,0,1
46.29,46.087,46.337,0,0,0,0,0,0,1
46.56,46.21,46.753,0,0,0,0,0,0,1
46.838,46.335,47.143,0,0,0,0,0,0,1
47.149,46.477,47.581,0,0,0,0,0,0,1
47.401,46.586,47.933,0,0,0,0,0,0,1
47.617,46.647,48.229,0,0,0,0,0,0,1
47.805,46.674,48.469,0,0,0,0,0,0,1
47.995,46.651,48.635,0,0,0,0,0,0,1
48.141,46.628,48.748,0,0,0,0,0,0,1
48.241,46.602,48.781,0,0,0,0,0,0,1
48.33,46.576,48.752,0,0,0,0,0,0,1
48.377,46.52,48.669,0,0,0,0,0,0,1
48.368,46.443,48.5,0,0,0,0,0,0,1
48.34,46.348,48.277,0,0,0,0,0,0,1
48.274,46.252,47.979,0,0,0,0,0,0,1
48.146,46.152,47.617,0,0,0,0,0,0,1
47.973,46.043,47.199,0,0,0,0,0,0,1
47.775,45.925,46.751,0,0,0,0,0,0,1
47.556,45.812,46.294,0,0,0,0,0,0,1
47.308,45.664,45.816,0,0,0,0,0,0,1
47.061,45.516,45.334,0,0,0,0,0,0,1
46.796,45.384,44.84,0,0,0,0,0,0,1
46.541,45.23,44.362,0,0,0,0,0,0,1
46.311,45.075,43.866,0,0,0,0,0,0,1
46.11,44.91,43.435,0,0,0,0,0,0,1
45.907,44.749,43.05,0,0,0,0,0,0,1
45.761,44.567,42.677,0,0,0,0,0,0,1
45.647,44.423,42.343,0,0,0,0,0,0,1
45.539,44.25,42.039,0,0,0,0,0,0,1
45.487,44.088,41.797,0,0,0,0,0,0,1
45.471,43.941,41.614,0,0,0,0,0,0,1
45.492,43.794,41.464,0,0,0,0,0,0,1
45.543,43.671,41.351,0,0,0,0,0,0,1
45.659,43.591,41.315,0,0,0,0,0,0,1
45.781,43.506,41.327,0,0,0,0,0,0,1
45.921,43.449,41.36,0,0,0,0,0,0,1
46.064,43.38,41.385,0,0,0,0,0,0,1
46.216,43.337,41.469,0,0,0,0,0,0,1
46.345,43.293,41.591,0,0,0,0,0,0,1
46.481,43.249,41.734,0,0,0,0,0,0,1
46.618,43.206,41.877,0,0,0,0,0,0,1
46.703,43.187,42.026,0,0,0,0,0,0,1
46.795,43.134,42.193,0,0,0,0,0,0,1
46.842,43.099,42.336,0,0,0,0,0,0,1
46.892,43.061,42.537,0,0,0,0,0,0,1
46.912,43.05,42.735,0,0,0,0,0,0,1
46.905,43.041,42.908,0,0,0,0,0,0,1
